,Date,Title,Relationship,Topic,Words_Related
29,2008-01-03,Iowa_Caucus_Victory_Speech,0.05202679353180086,civil_rights,"['black', 'march', 'african', 'white', 'generation', 'justice', 'lincoln', 'story', 'civil', 'voting']"
30,2008-01-18,Lincoln_Memorial,0.10574963181926184,civil_rights,"['black', 'march', 'african', 'white', 'generation', 'justice', 'lincoln', 'story', 'civil', 'voting']"
31,2008-01-18,Lincoln_Memorial,0.04239982945976679,faith--family,"['god', 'love', 'faith', 'family', 'prayer', 'child', 'father', 'grace', 'pray', 'tragedy']"
32,2008-01-20,Ebenezer_Baptist,0.14199474844814752,civil_rights,"['black', 'march', 'african', 'white', 'generation', 'justice', 'lincoln', 'story', 'civil', 'voting']"
33,2008-01-20,Ebenezer_Baptist,0.05806039174934721,health_care,"['insurance', 'health', 'care', 'health care', 'health insurance', 'coverage', 'affordable', 'insurance company', 'cost', 'affordable care']"
34,2008-03-18,More_Perfect_Union,0.013173110693611543,health_care,"['insurance', 'health', 'care', 'health care', 'health insurance', 'coverage', 'affordable', 'insurance company', 'cost', 'affordable care']"
35,2008-03-18,More_Perfect_Union,0.19662806530438634,civil_rights,"['black', 'march', 'african', 'white', 'generation', 'justice', 'lincoln', 'story', 'civil', 'voting']"
36,2008-06-03,Nomination_Victory,0.047988297646160825,economy--taxes--jobs,"['tax', 'deficit', 'cut', 'job', 'spending', 'pay', 'business', 'economy', 'debt', 'tax cut']"
37,2008-06-03,Nomination_Victory,0.17788938633782844,elections,"['tonight', 'hillary', 'election', 'trump', 'little', 'house', 'win', 'white house', 'campaign', 'michelle']"
38,2008-07-24,Berlin_Address,0.15115590970986537,memorial--war--peace--freedom--democracy,"['peace', 'war', 'human', 'nuclear', 'democracy', 'europe', 'africa', 'freedom', 'conflict', 'power']"
39,2008-07-24,Berlin_Address,0.036242127045973155,faith--family,"['god', 'love', 'faith', 'family', 'prayer', 'child', 'father', 'grace', 'pray', 'tragedy']"
40,2008-10-01,Senate_Floor_Speech_on_Wall_Street_Bailout_Bill,0.0673449229347458,economy--taxes--jobs,"['tax', 'deficit', 'cut', 'job', 'spending', 'pay', 'business', 'economy', 'debt', 'tax cut']"
41,2008-10-01,Senate_Floor_Speech_on_Wall_Street_Bailout_Bill,0.39548123530001683,economy--financial_crisis--banks,"['financial', 'crisis', 'economy', 'wall street', 'bank', 'economic', 'street', 'taxpayer', 'recovery', 'firm']"
42,2008-11-04,Presidential_Victory_Speech,0.24950510466576037,elections,"['tonight', 'hillary', 'election', 'trump', 'little', 'house', 'win', 'white house', 'campaign', 'michelle']"
43,2008-11-04,Presidential_Victory_Speech,0.050133032887512856,civil_rights,"['black', 'march', 'african', 'white', 'generation', 'justice', 'lincoln', 'story', 'civil', 'voting']"
44,2008-11-07,First_Press_Conference,0.28842851144564247,economy--financial_crisis--banks,"['financial', 'crisis', 'economy', 'wall street', 'bank', 'economic', 'street', 'taxpayer', 'recovery', 'firm']"
45,2008-11-07,First_Press_Conference,0.03164748390894997,homeland_security--terrorism,"['intelligence', 'terrorist', 'security', 'review', 'attack', 'homeland security', 'homeland', 'al qaeda', 'qaeda', 'information']"
46,2008-11-18,Global_Climate_Message,0.200897171999755,clean_energy--climate,"['energy', 'oil', 'clean', 'clean energy', 'climate', 'job', 'gas', 'bp', 'carbon', 'industry']"
47,2008-11-18,Global_Climate_Message,0.02191781602618429,asia,"['asean', 'asia', 'region', 'china', 'vietnam', 'pacific', 'tpp', 'trade', 'asia pacific', 'philippine']"
48,2008-11-24,New_Economic_Team,0.3525168825145891,economy--financial_crisis--banks,"['financial', 'crisis', 'economy', 'wall street', 'bank', 'economic', 'street', 'taxpayer', 'recovery', 'firm']"
49,2008-11-24,New_Economic_Team,0.040297019256177034,elections,"['tonight', 'hillary', 'election', 'trump', 'little', 'house', 'win', 'white house', 'campaign', 'michelle']"
50,2008-12-01,Security_Team_Announcement,0.09588333619120101,iraq--afghanistan--war,"['iraq', 'afghanistan', 'afghan', 'war', 'troop', 'military', 'iraqi', 'al', 'qaeda', 'al qaeda']"
51,2008-12-01,Security_Team_Announcement,0.14742630797807685,homeland_security--terrorism,"['intelligence', 'terrorist', 'security', 'review', 'attack', 'homeland security', 'homeland', 'al qaeda', 'qaeda', 'information']"
52,2008-12-03,Announces_Commerce_Secretary_Designate,0.066359182745901,clean_energy--climate,"['energy', 'oil', 'clean', 'clean energy', 'climate', 'job', 'gas', 'bp', 'carbon', 'industry']"
53,2008-12-03,Announces_Commerce_Secretary_Designate,0.08901529394590983,economy--financial_crisis--banks,"['financial', 'crisis', 'economy', 'wall street', 'bank', 'economic', 'street', 'taxpayer', 'recovery', 'firm']"
54,2009-01-08,George_Mason_21st_Century_Economy,0.3181749028027638,economy--financial_crisis--banks,"['financial', 'crisis', 'economy', 'wall street', 'bank', 'economic', 'street', 'taxpayer', 'recovery', 'firm']"
55,2009-01-08,George_Mason_21st_Century_Economy,0.10081891291957423,economy--taxes--jobs,"['tax', 'deficit', 'cut', 'job', 'spending', 'pay', 'business', 'economy', 'debt', 'tax cut']"
56,2009-01-20,Inaugural_Address,0.07702491735369152,memorial--war--peace--freedom--democracy,"['peace', 'war', 'human', 'nuclear', 'democracy', 'europe', 'africa', 'freedom', 'conflict', 'power']"
57,2009-01-20,Inaugural_Address,0.13480699480015929,faith--family,"['god', 'love', 'faith', 'family', 'prayer', 'child', 'father', 'grace', 'pray', 'tragedy']"
58,2009-01-24,First_Presidential_Weekly_Address,0.1523696747511234,economy--financial_crisis--banks,"['financial', 'crisis', 'economy', 'wall street', 'bank', 'economic', 'street', 'taxpayer', 'recovery', 'firm']"
59,2009-01-24,First_Presidential_Weekly_Address,0.09315927353288235,health_care,"['insurance', 'health', 'care', 'health care', 'health insurance', 'coverage', 'affordable', 'insurance company', 'cost', 'affordable care']"
60,2009-01-26,Barack_Obama_-_Al-Arabiya_Interview,0.3495491084214676,islam,"['muslim', 'islam', 'faith', 'religion', 'religious', 'mosque', 'christian', 'freedom', 'terrorist', 'palestinian']"
61,2009-01-26,Barack_Obama_-_Al-Arabiya_Interview,0.14858727465680682,israel_palestina,"['israel', 'palestinian', 'israeli', 'peace', 'shimon', 'jewish', 'security', 'israel security', 'arab', 'peres']"
62,2009-02-04,Economic_Crisis_and_Executive_Compensation_Salary_Cap,0.004641572564477539,iraq--afghanistan--war,"['iraq', 'afghanistan', 'afghan', 'war', 'troop', 'military', 'iraqi', 'al', 'qaeda', 'al qaeda']"
63,2009-02-04,Economic_Crisis_and_Executive_Compensation_Salary_Cap,0.41580789458800516,economy--financial_crisis--banks,"['financial', 'crisis', 'economy', 'wall street', 'bank', 'economic', 'street', 'taxpayer', 'recovery', 'firm']"
64,2009-02-09,First_Presidential_Prime_Time_Presser,0.2727661893254222,economy--financial_crisis--banks,"['financial', 'crisis', 'economy', 'wall street', 'bank', 'economic', 'street', 'taxpayer', 'recovery', 'firm']"
65,2009-02-09,First_Presidential_Prime_Time_Presser,0.13892310575845698,economy--taxes--jobs,"['tax', 'deficit', 'cut', 'job', 'spending', 'pay', 'business', 'economy', 'debt', 'tax cut']"
66,2009-02-12,Lincoln_Bicentennial,0.08080659236883493,civil_rights,"['black', 'march', 'african', 'white', 'generation', 'justice', 'lincoln', 'story', 'civil', 'voting']"
67,2009-02-12,Lincoln_Bicentennial,0.03962524888411559,iraq--afghanistan--war,"['iraq', 'afghanistan', 'afghan', 'war', 'troop', 'military', 'iraqi', 'al', 'qaeda', 'al qaeda']"
68,2009-02-24,State_of_the_Nation_2009,0.11890959961268037,education,"['school', 'college', 'student', 'education', 'teacher', 'job', 'child', 'graduate', 'class', 'parent']"
69,2009-02-24,State_of_the_Nation_2009,0.2646108492847301,economy--financial_crisis--banks,"['financial', 'crisis', 'economy', 'wall street', 'bank', 'economic', 'street', 'taxpayer', 'recovery', 'firm']"
70,2009-02-27,Iraq_War_Camp_Lejeune,0.3206011787978344,iraq--afghanistan--war,"['iraq', 'afghanistan', 'afghan', 'war', 'troop', 'military', 'iraqi', 'al', 'qaeda', 'al qaeda']"
71,2009-02-27,Iraq_War_Camp_Lejeune,0.04719695444121358,iraq--syria--terrorism,"['isil', 'syria', 'iraq', 'terrorist', 'iraqi', 'syrian', 'fighter', 'military', 'assad', 'coalition']"
72,2009-03-10,Hispanic_Chamber_of_Commerce,0.021448847694984004,economy--financial_crisis--banks,"['financial', 'crisis', 'economy', 'wall street', 'bank', 'economic', 'street', 'taxpayer', 'recovery', 'firm']"
73,2009-03-10,Hispanic_Chamber_of_Commerce,0.4682893855833653,education,"['school', 'college', 'student', 'education', 'teacher', 'job', 'child', 'graduate', 'class', 'parent']"
74,2009-04-02,G20_Remarks_and_Presser_2009,0.11411640227159334,asia,"['asean', 'asia', 'region', 'china', 'vietnam', 'pacific', 'tpp', 'trade', 'asia pacific', 'philippine']"
75,2009-04-02,G20_Remarks_and_Presser_2009,0.282469671311889,economy--financial_crisis--banks,"['financial', 'crisis', 'economy', 'wall street', 'bank', 'economic', 'street', 'taxpayer', 'recovery', 'firm']"
76,2009-04-03,Strasbourg_Town_Hall,0.0735467476945791,russia--ukraine,"['russia', 'ukraine', 'russian', 'nato', 'europe', 'estonia', 'ukrainian', 'separatist', 'baltic', 'european']"
77,2009-04-03,Strasbourg_Town_Hall,0.13666113641288968,memorial--war--peace--freedom--democracy,"['peace', 'war', 'human', 'nuclear', 'democracy', 'europe', 'africa', 'freedom', 'conflict', 'power']"
78,2009-04-05,Hradany_Square_Prague,0.1920782399462366,iran--nuclear_weapons,"['iran', 'nuclear', 'iranian', 'deal', 'nuclear weapon', 'weapon', 'sanction', 'program', 'nuclear program', 'iran nuclear']"
79,2009-04-05,Hradany_Square_Prague,0.12492041771858078,memorial--war--peace--freedom--democracy,"['peace', 'war', 'human', 'nuclear', 'democracy', 'europe', 'africa', 'freedom', 'conflict', 'power']"
80,2009-04-06,Turkish_Parliament,0.06176902019513302,memorial--war--peace--freedom--democracy,"['peace', 'war', 'human', 'nuclear', 'democracy', 'europe', 'africa', 'freedom', 'conflict', 'power']"
81,2009-04-06,Turkish_Parliament,0.08137147404641906,islam,"['muslim', 'islam', 'faith', 'religion', 'religious', 'mosque', 'christian', 'freedom', 'terrorist', 'palestinian']"
82,2009-04-07,Iraq_Multinational_Troops,0.14319478223347312,iraq--afghanistan--war,"['iraq', 'afghanistan', 'afghan', 'war', 'troop', 'military', 'iraqi', 'al', 'qaeda', 'al qaeda']"
83,2009-04-07,Iraq_Multinational_Troops,0.05549853966867996,elections,"['tonight', 'hillary', 'election', 'trump', 'little', 'house', 'win', 'white house', 'campaign', 'michelle']"
84,2009-04-14,New_Foundation_Georgetown,0.106450267650157,economy--taxes--jobs,"['tax', 'deficit', 'cut', 'job', 'spending', 'pay', 'business', 'economy', 'debt', 'tax cut']"
85,2009-04-14,New_Foundation_Georgetown,0.38015555496240994,economy--financial_crisis--banks,"['financial', 'crisis', 'economy', 'wall street', 'bank', 'economic', 'street', 'taxpayer', 'recovery', 'firm']"
86,2009-04-20,CIA_First_Speech,0.057202223912862546,cyber--security--privacy,"['privacy', 'cyber', 'information', 'company', 'cybersecurity', 'private sector', 'sector', 'private', 'digital', 'cyber threat']"
87,2009-04-20,CIA_First_Speech,0.16333448494886116,homeland_security--terrorism,"['intelligence', 'terrorist', 'security', 'review', 'attack', 'homeland security', 'homeland', 'al qaeda', 'qaeda', 'information']"
88,2009-04-23,Holocaust_Days_of_Remembrance,0.18238938722894407,faith--family,"['god', 'love', 'faith', 'family', 'prayer', 'child', 'father', 'grace', 'pray', 'tragedy']"
89,2009-04-23,Holocaust_Days_of_Remembrance,0.05772484519726905,israel_palestina,"['israel', 'palestinian', 'israeli', 'peace', 'shimon', 'jewish', 'security', 'israel security', 'arab', 'peres']"
90,2009-05-09,White_House_Correspondents_Dinner_First,0.03771535363002122,economy--financial_crisis--banks,"['financial', 'crisis', 'economy', 'wall street', 'bank', 'economic', 'street', 'taxpayer', 'recovery', 'firm']"
91,2009-05-09,White_House_Correspondents_Dinner_First,0.3271723380826748,elections,"['tonight', 'hillary', 'election', 'trump', 'little', 'house', 'win', 'white house', 'campaign', 'michelle']"
92,2009-05-14,ASU_Commencement,0.08496647490002673,elections,"['tonight', 'hillary', 'election', 'trump', 'little', 'house', 'win', 'white house', 'campaign', 'michelle']"
93,2009-05-14,ASU_Commencement,0.1588247332764828,education,"['school', 'college', 'student', 'education', 'teacher', 'job', 'child', 'graduate', 'class', 'parent']"
94,2009-05-18,Notre_Dame_Commencement,0.0530782122574038,supreme_court,"['court', 'supreme court', 'supreme', 'justice', 'law', 'judge', 'merrick', 'legal', 'garland', 'stevens']"
95,2009-05-18,Notre_Dame_Commencement,0.12905715234872797,faith--family,"['god', 'love', 'faith', 'family', 'prayer', 'child', 'father', 'grace', 'pray', 'tragedy']"
96,2009-05-21,National_Security_National_Archives,0.20730880798747534,homeland_security--terrorism,"['intelligence', 'terrorist', 'security', 'review', 'attack', 'homeland security', 'homeland', 'al qaeda', 'qaeda', 'information']"
97,2009-05-21,National_Security_National_Archives,0.1788776831634508,supreme_court,"['court', 'supreme court', 'supreme', 'justice', 'law', 'judge', 'merrick', 'legal', 'garland', 'stevens']"
98,2009-05-29,Cyber_Infrastructure_US,0.06807785070951393,homeland_security--terrorism,"['intelligence', 'terrorist', 'security', 'review', 'attack', 'homeland security', 'homeland', 'al qaeda', 'qaeda', 'information']"
99,2009-05-29,Cyber_Infrastructure_US,0.5315534917109929,cyber--security--privacy,"['privacy', 'cyber', 'information', 'company', 'cybersecurity', 'private sector', 'sector', 'private', 'digital', 'cyber threat']"
100,2009-06-04,Buchenwald_Concentration_Camp,0.03203734584191656,israel_palestina,"['israel', 'palestinian', 'israeli', 'peace', 'shimon', 'jewish', 'security', 'israel security', 'arab', 'peres']"
101,2009-06-04,Cairo_University,0.13660177640347296,israel_palestina,"['israel', 'palestinian', 'israeli', 'peace', 'shimon', 'jewish', 'security', 'israel security', 'arab', 'peres']"
102,2009-06-04,Buchenwald_Concentration_Camp,0.16668189790095717,faith--family,"['god', 'love', 'faith', 'family', 'prayer', 'child', 'father', 'grace', 'pray', 'tragedy']"
103,2009-06-04,Cairo_University,0.4194707866323877,islam,"['muslim', 'islam', 'faith', 'religion', 'religious', 'mosque', 'christian', 'freedom', 'terrorist', 'palestinian']"
104,2009-06-05,DDay_65,0.08044480954580471,faith--family,"['god', 'love', 'faith', 'family', 'prayer', 'child', 'father', 'grace', 'pray', 'tragedy']"
105,2009-06-05,DDay_65,0.1694927825916657,veterans--vietnam,"['veteran', 'war', 'shinseki', 'ric', 'serve', 'care', 'vietnam', 'service', 'troop', 'uniform']"
106,2009-06-15,American_Medical_Association,0.08188838883133132,africa--ebola,"['africa', 'ebola', 'west africa', 'west', 'outbreak', 'disease', 'liberia', 'health worker', 'african', 'health']"
107,2009-06-15,American_Medical_Association,0.3258946232817167,health_care,"['insurance', 'health', 'care', 'health care', 'health insurance', 'coverage', 'affordable', 'insurance company', 'cost', 'affordable care']"
108,2009-06-23,Third_Major_Press_Conference,0.22912016997777143,health_care,"['insurance', 'health', 'care', 'health care', 'health insurance', 'coverage', 'affordable', 'insurance company', 'cost', 'affordable care']"
109,2009-06-23,Third_Major_Press_Conference,0.15022182922549798,iran--nuclear_weapons,"['iran', 'nuclear', 'iranian', 'deal', 'nuclear weapon', 'weapon', 'sanction', 'program', 'nuclear program', 'iran nuclear']"
110,2009-06-23,Dignity_and_Courage_of_Iranians,0.20656459522692974,iran--nuclear_weapons,"['iran', 'nuclear', 'iranian', 'deal', 'nuclear weapon', 'weapon', 'sanction', 'program', 'nuclear program', 'iran nuclear']"
111,2009-06-23,Dignity_and_Courage_of_Iranians,0.02654153110077148,lybia,"['libyan', 'libya', 'qaddafi', 'international', 'benghazi', 'coalition', 'regime', 'civilian', 'arab', 'chris']"
112,2009-07-07,Moscow_New_Economic_School,0.20954143776400494,russia--ukraine,"['russia', 'ukraine', 'russian', 'nato', 'europe', 'estonia', 'ukrainian', 'separatist', 'baltic', 'european']"
113,2009-07-07,Moscow_New_Economic_School,0.10870864487116572,memorial--war--peace--freedom--democracy,"['peace', 'war', 'human', 'nuclear', 'democracy', 'europe', 'africa', 'freedom', 'conflict', 'power']"
114,2009-07-11,Ghana_Parliament,0.1100033476887412,memorial--war--peace--freedom--democracy,"['peace', 'war', 'human', 'nuclear', 'democracy', 'europe', 'africa', 'freedom', 'conflict', 'power']"
115,2009-07-11,Ghana_Parliament,0.24190910530736875,africa--ebola,"['africa', 'ebola', 'west africa', 'west', 'outbreak', 'disease', 'liberia', 'health worker', 'african', 'health']"
116,2009-07-13,Regina_Benjamin_Nomination,0.05258454038686185,africa--ebola,"['africa', 'ebola', 'west africa', 'west', 'outbreak', 'disease', 'liberia', 'health worker', 'african', 'health']"
117,2009-07-13,Regina_Benjamin_Nomination,0.26366037752793386,health_care,"['insurance', 'health', 'care', 'health care', 'health insurance', 'coverage', 'affordable', 'insurance company', 'cost', 'affordable care']"
118,2009-07-14,Graduation_Initiative,0.0692699612776091,economy--financial_crisis--banks,"['financial', 'crisis', 'economy', 'wall street', 'bank', 'economic', 'street', 'taxpayer', 'recovery', 'firm']"
119,2009-07-14,Graduation_Initiative,0.3138814062648811,education,"['school', 'college', 'student', 'education', 'teacher', 'job', 'child', 'graduate', 'class', 'parent']"
120,2009-08-29,Ted_Kennedy_Eulogy,0.11379331391527844,faith--family,"['god', 'love', 'faith', 'family', 'prayer', 'child', 'father', 'grace', 'pray', 'tragedy']"
121,2009-08-29,Ted_Kennedy_Eulogy,0.06894976885740857,elections,"['tonight', 'hillary', 'election', 'trump', 'little', 'house', 'win', 'white house', 'campaign', 'michelle']"
122,2009-09-08,Wakefield_Back_to_High_School,0.36321396717061766,education,"['school', 'college', 'student', 'education', 'teacher', 'job', 'child', 'graduate', 'class', 'parent']"
123,2009-09-08,Wakefield_Back_to_High_School,0.02923275086618928,supreme_court,"['court', 'supreme court', 'supreme', 'justice', 'law', 'judge', 'merrick', 'legal', 'garland', 'stevens']"
124,2009-09-09,Walter_Cronkite_Memorial,0.015094400316719542,faith--family,"['god', 'love', 'faith', 'family', 'prayer', 'child', 'father', 'grace', 'pray', 'tragedy']"
125,2009-09-09,Walter_Cronkite_Memorial,0.10600873125497627,elections,"['tonight', 'hillary', 'election', 'trump', 'little', 'house', 'win', 'white house', 'campaign', 'michelle']"
126,2009-09-09,To_Congress_on_Health_Care,0.045077284614766164,economy--taxes--jobs,"['tax', 'deficit', 'cut', 'job', 'spending', 'pay', 'business', 'economy', 'debt', 'tax cut']"
127,2009-09-09,To_Congress_on_Health_Care,0.4114360085844549,health_care,"['insurance', 'health', 'care', 'health care', 'health insurance', 'coverage', 'affordable', 'insurance company', 'cost', 'affordable care']"
128,2009-09-11,911_Pentagon_Memorial_2009,0.22368563957547502,faith--family,"['god', 'love', 'faith', 'family', 'prayer', 'child', 'father', 'grace', 'pray', 'tragedy']"
129,2009-09-11,911_Pentagon_Memorial_2009,0.03870352958131776,iraq--afghanistan--war,"['iraq', 'afghanistan', 'afghan', 'war', 'troop', 'military', 'iraqi', 'al', 'qaeda', 'al qaeda']"
130,2009-09-23,United_Nations_General_Assembly,0.16347157068947404,israel_palestina,"['israel', 'palestinian', 'israeli', 'peace', 'shimon', 'jewish', 'security', 'israel security', 'arab', 'peres']"
131,2009-09-23,United_Nations_General_Assembly,0.15737598295699795,memorial--war--peace--freedom--democracy,"['peace', 'war', 'human', 'nuclear', 'democracy', 'europe', 'africa', 'freedom', 'conflict', 'power']"
132,2009-11-10,Fort_Hoot_Memorial,0.13930896736499515,faith--family,"['god', 'love', 'faith', 'family', 'prayer', 'child', 'father', 'grace', 'pray', 'tragedy']"
133,2009-11-10,Fort_Hoot_Memorial,0.1410241020467358,iraq--afghanistan--war,"['iraq', 'afghanistan', 'afghan', 'war', 'troop', 'military', 'iraqi', 'al', 'qaeda', 'al qaeda']"
134,2009-12-01,Afghanistan_War_Troop_Surge,0.31873069839790136,iraq--afghanistan--war,"['iraq', 'afghanistan', 'afghan', 'war', 'troop', 'military', 'iraqi', 'al', 'qaeda', 'al qaeda']"
135,2009-12-01,Afghanistan_War_Troop_Surge,0.09768600701953294,homeland_security--terrorism,"['intelligence', 'terrorist', 'security', 'review', 'attack', 'homeland security', 'homeland', 'al qaeda', 'qaeda', 'information']"
136,2009-12-06,Kennedy_Center_Honorees_2009,0.09162258964144498,faith--family,"['god', 'love', 'faith', 'family', 'prayer', 'child', 'father', 'grace', 'pray', 'tragedy']"
137,2009-12-06,Kennedy_Center_Honorees_2009,0.11489323215054542,elections,"['tonight', 'hillary', 'election', 'trump', 'little', 'house', 'win', 'white house', 'campaign', 'michelle']"
138,2009-12-08,Brookings_Institute,0.2803504033873347,economy--financial_crisis--banks,"['financial', 'crisis', 'economy', 'wall street', 'bank', 'economic', 'street', 'taxpayer', 'recovery', 'firm']"
139,2009-12-08,Brookings_Institute,0.13904644757159595,economy--taxes--jobs,"['tax', 'deficit', 'cut', 'job', 'spending', 'pay', 'business', 'economy', 'debt', 'tax cut']"
140,2009-12-10,Nobel_Lecture,0.06257680660060906,iraq--afghanistan--war,"['iraq', 'afghanistan', 'afghan', 'war', 'troop', 'military', 'iraqi', 'al', 'qaeda', 'al qaeda']"
141,2009-12-10,Nobel_Lecture,0.17670560979799793,memorial--war--peace--freedom--democracy,"['peace', 'war', 'human', 'nuclear', 'democracy', 'europe', 'africa', 'freedom', 'conflict', 'power']"
142,2009-12-18,UN_Copenhagen_Climate_Change,0.14047531292830928,clean_energy--climate,"['energy', 'oil', 'clean', 'clean energy', 'climate', 'job', 'gas', 'bp', 'carbon', 'industry']"
143,2009-12-18,UN_Copenhagen_Climate_Change,0.03201691898025158,memorial--war--peace--freedom--democracy,"['peace', 'war', 'human', 'nuclear', 'democracy', 'europe', 'africa', 'freedom', 'conflict', 'power']"
144,2009-12-28,Flight_253_Terrorist_Attempt_Press_Statement,0.28969146680224467,homeland_security--terrorism,"['intelligence', 'terrorist', 'security', 'review', 'attack', 'homeland security', 'homeland', 'al qaeda', 'qaeda', 'information']"
