date,Approve,Disapprove
2009-04-06,60.8,30.2
2009-04-07,60.8,30.4
2009-04-08,60.6,29.9
2009-04-09,60.3,30.3
2009-04-10,60.4,30.1
2009-04-11,60.4,30.1
2009-04-12,60.4,30.1
2009-04-13,60.8,30.1
2009-04-14,60.6,30.3
2009-04-15,60.9,30.6
2009-04-16,60.9,30.6
2009-04-17,60.9,30.6
2009-04-18,60.7,30.7
2009-04-19,60.7,30.7
2009-04-20,60.9,30.5
2009-04-21,60.8,30.5
2009-04-22,60.9,30.6
2009-04-23,61.8,32.3
2009-04-24,61.8,31.4
2009-04-25,61.8,31.4
2009-04-26,62.8,30.8
2009-04-27,62.4,30.7
2009-04-28,62.1,30.8
2009-04-29,61.6,30.9
2009-04-30,61.6,30.9
2009-05-01,61.6,30.9
2009-05-02,61.6,30.9
2009-05-03,62.2,30.4
2009-05-04,62.2,30.5
2009-05-05,62.1,30.5
2009-05-06,62.1,30.5
2009-05-07,62.5,30.5
2009-05-08,62.5,30.5
2009-05-09,62.5,30.5
2009-05-10,62.5,30.5
2009-05-11,62.5,30.4
2009-05-12,62.2,30.7
2009-05-13,61.7,30.9
2009-05-14,61.0,31.5
2009-05-15,60.8,32.0
2009-05-16,60.8,32.0
2009-05-17,60.8,32.0
2009-05-18,61.0,31.5
2009-05-19,60.8,32.3
2009-05-20,61.2,32.3
2009-05-21,60.7,32.5
2009-05-22,60.8,32.5
2009-05-23,60.8,32.5
2009-05-24,60.8,32.5
2009-05-25,60.8,32.5
2009-05-26,60.5,32.5
2009-05-27,60.8,32.5
2009-05-28,60.7,32.8
2009-05-29,60.7,32.8
2009-05-30,61.0,32.3
2009-05-31,60.8,32.5
2009-06-01,60.7,32.5
2009-06-02,61.0,32.7
2009-06-03,60.4,33.0
2009-06-04,60.0,34.2
2009-06-05,59.7,34.5
2009-06-06,59.7,34.5
2009-06-07,59.5,34.7
2009-06-08,59.4,33.9
2009-06-09,59.6,33.9
2009-06-10,59.9,33.6
2009-06-11,59.8,34.0
2009-06-12,60.2,34.0
2009-06-13,60.2,34.0
2009-06-14,60.2,34.0
2009-06-15,60.5,33.5
2009-06-16,60.5,33.5
2009-06-17,59.6,33.2
2009-06-18,59.8,32.7
2009-06-19,59.0,33.2
2009-06-20,59.0,33.2
2009-06-21,58.7,33.7
2009-06-22,59.3,33.5
2009-06-23,60.0,33.0
2009-06-24,60.0,33.2
2009-06-25,59.7,33.3
2009-06-26,59.3,33.4
2009-06-27,59.3,33.4
2009-06-28,58.9,33.9
2009-06-29,59.5,34.0
2009-06-30,59.5,34.0
2009-07-01,59.5,34.0
2009-07-02,58.8,35.5
2009-07-03,58.8,35.5
2009-07-04,59.0,35.7
2009-07-05,58.7,36.0
2009-07-06,58.5,36.2
2009-07-07,58.2,36.5
2009-07-08,57.8,36.8
2009-07-09,56.5,38.5
2009-07-10,56.8,38.5
2009-07-11,56.8,38.3
2009-07-12,57.0,37.8
2009-07-13,57.4,36.2
2009-07-14,57.6,36.0
2009-07-15,56.0,37.5
2009-07-16,55.8,37.8
2009-07-17,56.0,38.2
2009-07-18,56.2,37.8
2009-07-19,56.2,38.0
2009-07-20,56.7,37.7
2009-07-21,56.1,38.6
2009-07-22,55.9,38.9
2009-07-23,54.8,40.8
2009-07-24,54.7,41.3
2009-07-25,54.5,41.3
2009-07-26,54.7,40.8
2009-07-27,54.7,40.7
2009-07-28,54.1,40.9
2009-07-29,53.6,39.9
2009-07-30,53.4,39.6
2009-07-31,53.7,39.4
2009-08-01,54.1,39.0
2009-08-02,54.1,39.0
2009-08-03,54.2,38.9
2009-08-04,54.1,38.6
2009-08-05,54.1,38.9
2009-08-06,53.7,40.8
2009-08-07,54.2,40.3
2009-08-08,54.2,40.3
2009-08-09,53.7,40.8
2009-08-10,53.5,41.0
2009-08-11,53.3,41.2
2009-08-12,53.3,40.6
2009-08-13,53.1,40.5
2009-08-14,53.4,40.3
2009-08-15,53.5,40.1
2009-08-16,53.3,40.4
2009-08-17,53.4,40.3
2009-08-18,52.0,41.4
2009-08-19,51.4,41.4
2009-08-20,51.2,41.8
2009-08-21,52.2,41.4
2009-08-22,52.2,41.4
2009-08-23,52.2,41.2
2009-08-24,52.0,41.4
2009-08-25,51.8,42.0
2009-08-26,51.8,42.2
2009-08-27,51.8,41.8
2009-08-28,51.8,41.8
2009-08-29,51.8,41.8
2009-08-30,51.2,42.2
2009-08-31,51.2,42.4
2009-09-01,51.5,43.8
2009-09-02,52.8,41.7
2009-09-03,53.2,41.5
2009-09-04,53.0,41.3
2009-09-05,53.0,42.2
2009-09-06,52.8,42.2
2009-09-07,52.8,42.2
2009-09-08,52.8,42.0
2009-09-09,52.4,43.1
2009-09-10,52.1,43.4
2009-09-11,52.3,43.3
2009-09-12,52.6,43.0
2009-09-13,52.3,44.0
2009-09-14,53.5,43.8
2009-09-15,53.4,43.3
2009-09-16,53.1,43.4
2009-09-17,53.2,41.9
2009-09-18,53.2,41.8
2009-09-19,53.4,41.1
2009-09-20,53.4,41.1
2009-09-21,53.6,40.9
2009-09-22,53.3,40.8
2009-09-23,51.6,42.2
2009-09-24,52.5,40.7
2009-09-25,52.3,40.7
2009-09-26,52.5,40.7
2009-09-27,52.0,41.0
2009-09-28,52.2,40.8
2009-09-29,52.3,40.5
2009-09-30,52.5,40.5
2009-10-01,52.2,40.8
2009-10-02,51.8,41.0
2009-10-03,51.6,41.4
2009-10-04,51.6,41.4
2009-10-05,52.0,41.2
2009-10-06,52.3,41.2
2009-10-07,52.2,41.2
2009-10-08,51.5,41.5
2009-10-09,52.3,40.3
2009-10-10,52.3,40.3
2009-10-11,53.0,40.0
2009-10-12,53.1,39.9
2009-10-13,53.6,39.4
2009-10-14,53.0,40.0
2009-10-15,52.6,40.8
2009-10-16,52.3,41.0
2009-10-17,52.8,40.7
2009-10-18,52.0,42.2
2009-10-19,52.5,42.0
2009-10-20,52.4,42.6
2009-10-21,52.4,42.6
2009-10-22,52.0,43.7
2009-10-23,52.4,43.4
2009-10-24,52.1,43.4
2009-10-25,52.4,43.4
2009-10-26,51.9,43.6
2009-10-27,51.7,44.0
2009-10-28,51.6,44.3
2009-10-29,51.6,43.9
2009-10-30,51.9,43.4
2009-10-31,52.0,43.4
2009-11-01,52.0,43.1
2009-11-02,51.7,43.3
2009-11-03,51.1,43.9
2009-11-04,50.6,44.4
2009-11-05,51.3,44.2
2009-11-06,51.5,44.0
2009-11-07,51.5,43.8
2009-11-08,51.8,43.7
2009-11-09,51.7,43.7
2009-11-10,51.7,43.7
2009-11-11,51.3,43.1
2009-11-12,51.6,42.9
2009-11-13,51.5,42.8
2009-11-14,52.1,42.1
2009-11-15,52.5,42.5
2009-11-16,52.5,42.3
2009-11-17,52.6,42.6
2009-11-18,51.5,42.7
2009-11-19,50.6,43.4
2009-11-20,50.6,43.4
2009-11-21,50.6,43.4
2009-11-22,50.6,43.4
2009-11-23,50.4,43.6
2009-11-24,50.3,43.8
2009-11-25,49.9,44.3
2009-11-26,49.9,44.3
2009-11-27,49.9,44.3
2009-11-28,49.9,44.0
2009-11-29,50.1,43.9
2009-11-30,50.3,43.6
2009-12-01,50.3,43.7
2009-12-02,50.0,44.0
2009-12-03,50.1,44.0
2009-12-04,49.3,45.0
2009-12-05,49.4,44.7
2009-12-06,49.0,45.1
2009-12-07,49.0,45.1
2009-12-08,49.0,46.4
2009-12-09,48.9,45.5
2009-12-10,48.8,45.4
2009-12-11,48.9,45.1
2009-12-12,48.8,45.3
2009-12-13,48.6,45.2
2009-12-14,48.4,45.4
2009-12-15,48.7,45.3
2009-12-16,49.2,44.7
2009-12-17,49.4,44.7
2009-12-18,49.3,44.7
2009-12-19,49.3,44.8
2009-12-20,49.3,44.9
2009-12-21,49.7,44.6
2009-12-22,49.7,44.6
2009-12-23,49.6,45.0
2009-12-24,49.5,45.1
2009-12-25,49.5,45.1
2009-12-26,49.5,45.1
2009-12-27,49.5,45.1
2009-12-28,49.9,44.6
2009-12-29,49.9,44.5
2009-12-30,50.1,44.5
2009-12-31,49.8,44.6
2010-01-01,49.8,44.6
2010-01-02,49.8,44.6
2010-01-03,49.3,45.5
2010-01-04,49.0,45.8
2010-01-05,49.8,45.5
2010-01-06,50.0,45.5
2010-01-07,50.0,45.3
2010-01-08,49.5,45.5
2010-01-09,49.5,45.3
2010-01-10,48.8,46.0
2010-01-11,48.2,44.8
2010-01-12,48.3,46.0
2010-01-13,47.6,45.8
2010-01-14,48.0,44.9
2010-01-15,48.4,45.0
2010-01-16,48.7,44.8
2010-01-17,49.1,44.5
2010-01-18,49.4,44.6
2010-01-19,49.4,44.4
2010-01-20,49.9,44.2
2010-01-21,49.8,44.5
2010-01-22,49.6,44.7
2010-01-23,49.4,44.9
2010-01-24,49.6,44.9
2010-01-25,49.7,44.8
2010-01-26,49.3,45.4
2010-01-27,48.7,46.3
2010-01-28,48.5,47.0
2010-01-29,48.8,46.5
2010-01-30,49.0,46.7
2010-01-31,49.3,46.3
2010-02-01,49.5,46.0
2010-02-02,49.8,45.5
2010-02-03,49.8,45.5
2010-02-04,49.1,46.1
2010-02-05,48.6,46.5
2010-02-06,48.5,46.6
2010-02-07,48.4,46.9
2010-02-08,47.9,47.0
2010-02-09,47.9,46.9
2010-02-10,48.1,46.4
2010-02-11,47.2,46.6
2010-02-12,47.3,45.7
2010-02-13,47.2,45.7
2010-02-14,47.6,45.3
2010-02-15,47.6,45.4
2010-02-16,47.8,45.9
2010-02-17,47.7,45.8
2010-02-18,47.7,45.8
2010-02-19,47.3,46.2
2010-02-20,47.1,45.9
2010-02-21,47.1,46.0
2010-02-22,47.2,45.8
2010-02-23,47.4,45.8
2010-02-24,47.7,45.9
2010-02-25,47.8,45.5
2010-02-26,47.7,46.2
2010-02-27,47.3,47.2
2010-02-28,47.8,47.0
2010-03-01,48.2,46.5
2010-03-02,48.2,46.3
2010-03-03,49.1,45.9
2010-03-04,48.7,46.3
2010-03-05,48.7,45.7
2010-03-06,48.0,46.2
2010-03-07,48.7,45.8
2010-03-08,48.6,45.9
2010-03-09,48.3,45.7
2010-03-10,48.6,46.1
2010-03-11,48.5,46.0
2010-03-12,48.5,46.0
2010-03-13,48.8,45.9
2010-03-14,49.1,45.8
2010-03-15,49.0,45.9
2010-03-16,48.8,46.0
2010-03-17,48.5,47.3
2010-03-18,47.3,47.8
2010-03-19,47.5,47.7
2010-03-20,47.2,47.8
2010-03-21,47.0,47.0
2010-03-22,47.4,46.6
2010-03-23,47.5,46.6
2010-03-24,47.7,46.6
2010-03-25,47.5,46.2
2010-03-26,47.5,46.4
2010-03-27,47.1,46.7
2010-03-28,47.5,46.5
2010-03-29,48.1,46.1
2010-03-30,48.2,46.6
2010-03-31,48.6,46.3
2010-04-01,48.4,46.4
2010-04-02,47.8,45.9
2010-04-03,47.5,46.1
2010-04-04,47.5,46.1
2010-04-05,47.9,46.0
2010-04-06,47.9,46.0
2010-04-07,48.0,46.0
2010-04-08,47.2,46.4
2010-04-09,47.3,46.3
2010-04-10,47.1,46.6
2010-04-11,46.1,47.3
2010-04-12,46.3,47.0
2010-04-13,46.6,46.4
2010-04-14,47.7,46.7
2010-04-15,48.6,46.9
2010-04-16,48.4,46.9
2010-04-17,47.7,47.4
2010-04-18,48.1,47.1
2010-04-19,48.4,47.0
2010-04-20,48.7,46.7
2010-04-21,47.9,46.9
2010-04-22,48.3,46.4
2010-04-23,48.4,46.3
2010-04-24,48.3,46.3
2010-04-25,48.1,46.6
2010-04-26,48.5,46.3
2010-04-27,48.4,46.2
2010-04-28,47.9,45.7
2010-04-29,47.9,45.7
2010-04-30,47.9,46.0
2010-05-01,47.7,45.9
2010-05-02,47.7,45.9
2010-05-03,48.1,45.1
2010-05-04,48.5,44.9
2010-05-05,48.5,44.8
2010-05-06,48.6,44.4
2010-05-07,48.1,45.1
2010-05-08,48.3,45.0
2010-05-09,48.3,44.7
2010-05-10,48.4,44.7
2010-05-11,48.7,44.4
2010-05-12,48.5,44.6
2010-05-13,48.6,44.6
2010-05-14,49.0,45.0
2010-05-15,48.8,45.5
2010-05-16,48.3,45.8
2010-05-17,48.4,45.9
2010-05-18,48.1,45.9
2010-05-19,48.4,46.0
2010-05-20,48.0,46.0
2010-05-21,48.1,46.0
2010-05-22,48.6,46.0
2010-05-23,48.0,46.3
2010-05-24,47.9,46.4
2010-05-25,47.5,46.0
2010-05-26,47.0,46.4
2010-05-27,47.1,46.3
2010-05-28,47.4,46.0
2010-05-29,47.4,46.1
2010-05-30,47.4,46.0
2010-05-31,47.3,46.1
2010-06-01,47.4,46.3
2010-06-02,47.8,45.9
2010-06-03,47.9,45.9
2010-06-04,47.8,45.9
2010-06-05,47.1,46.4
2010-06-06,47.3,46.4
2010-06-07,47.4,45.9
2010-06-08,48.0,45.9
2010-06-09,48.0,46.2
2010-06-10,47.3,46.4
2010-06-11,46.9,45.9
2010-06-12,47.3,46.6
2010-06-13,47.7,46.5
2010-06-14,47.8,47.6
2010-06-15,48.4,47.4
2010-06-16,48.2,47.3
2010-06-17,48.1,47.4
2010-06-18,47.7,48.0
2010-06-19,47.9,47.9
2010-06-20,48.4,47.7
2010-06-21,48.1,47.0
2010-06-22,48.1,46.9
2010-06-23,47.6,46.9
2010-06-24,47.2,46.5
2010-06-25,46.9,46.6
2010-06-26,47.0,46.9
2010-06-27,46.9,46.9
2010-06-28,47.6,46.3
2010-06-29,47.4,46.3
2010-06-30,46.6,46.5
2010-07-01,46.7,46.4
2010-07-02,47.0,46.3
2010-07-03,46.8,46.6
2010-07-04,46.7,46.4
2010-07-05,46.3,46.3
2010-07-06,46.0,46.3
2010-07-07,46.2,47.3
2010-07-08,46.1,48.0
2010-07-09,46.4,47.9
2010-07-10,46.7,47.6
2010-07-11,47.1,47.1
2010-07-12,47.1,47.1
2010-07-13,47.1,46.9
2010-07-14,47.6,47.0
2010-07-15,46.7,47.1
2010-07-16,46.7,47.1
2010-07-17,47.0,46.9
2010-07-18,47.6,46.6
2010-07-19,47.6,46.3
2010-07-20,47.3,46.6
2010-07-21,46.8,47.0
2010-07-22,46.6,47.4
2010-07-23,46.2,47.8
2010-07-24,46.2,47.7
2010-07-25,46.2,47.7
2010-07-26,46.7,47.6
2010-07-27,45.7,49.0
2010-07-28,46.0,48.7
2010-07-29,46.1,48.9
2010-07-30,45.7,49.3
2010-07-31,45.3,49.8
2010-08-01,45.0,49.7
2010-08-02,45.3,49.5
2010-08-03,44.9,49.7
2010-08-04,44.7,50.0
2010-08-05,44.9,50.1
2010-08-06,45.0,50.1
2010-08-07,45.3,49.6
2010-08-08,45.4,49.4
2010-08-09,44.9,49.9
2010-08-10,44.7,50.1
2010-08-11,44.3,49.3
2010-08-12,45.1,49.3
2010-08-13,45.1,49.1
2010-08-14,44.9,49.3
2010-08-15,44.8,50.0
2010-08-16,44.4,50.8
2010-08-17,44.6,50.8
2010-08-18,45.3,50.7
2010-08-19,45.6,49.7
2010-08-20,45.6,49.7
2010-08-21,45.7,49.4
2010-08-22,46.3,49.0
2010-08-23,46.1,49.1
2010-08-24,45.9,49.9
2010-08-25,45.4,50.3
2010-08-26,45.4,49.4
2010-08-27,46.0,48.5
2010-08-28,46.1,48.1
2010-08-29,46.0,48.1
2010-08-30,45.9,48.3
2010-08-31,46.4,47.9
2010-09-01,46.6,47.6
2010-09-02,46.4,47.8
2010-09-03,46.1,49.0
2010-09-04,45.5,49.5
2010-09-05,45.5,49.5
2010-09-06,46.0,49.3
2010-09-07,46.0,49.8
2010-09-08,45.9,49.7
2010-09-09,45.2,50.2
2010-09-10,45.6,49.9
2010-09-11,45.4,50.1
2010-09-12,46.3,49.4
2010-09-13,46.3,49.3
2010-09-14,46.6,49.1
2010-09-15,46.6,49.2
2010-09-16,46.1,49.3
2010-09-17,46.1,49.4
2010-09-18,45.6,49.6
2010-09-19,45.5,49.7
2010-09-20,45.3,49.8
2010-09-21,45.3,49.7
2010-09-22,45.4,49.6
2010-09-23,45.6,49.4
2010-09-24,45.1,50.1
2010-09-25,44.9,50.6
2010-09-26,44.5,51.2
2010-09-27,44.9,51.0
2010-09-28,45.4,50.5
2010-09-29,44.9,50.9
2010-09-30,45.0,50.6
2010-10-01,45.0,49.9
2010-10-02,45.3,49.7
2010-10-03,45.4,49.6
2010-10-04,45.4,49.7
2010-10-05,45.9,49.4
2010-10-06,45.5,49.3
2010-10-07,45.1,48.8
2010-10-08,45.2,49.0
2010-10-09,45.4,48.7
2010-10-10,45.7,48.6
2010-10-11,45.4,49.3
2010-10-12,45.5,49.1
2010-10-13,44.9,49.9
2010-10-14,44.6,49.6
2010-10-15,44.4,49.8
2010-10-16,44.3,49.8
2010-10-17,44.2,49.7
2010-10-18,44.7,49.2
2010-10-19,45.4,48.7
2010-10-20,45.9,49.6
2010-10-21,45.8,49.1
2010-10-22,46.3,48.4
2010-10-23,46.3,48.3
2010-10-24,46.3,48.4
2010-10-25,46.4,48.4
2010-10-26,46.4,48.4
2010-10-27,46.4,48.3
2010-10-28,46.2,48.5
2010-10-29,45.8,48.9
2010-10-30,45.9,48.6
2010-10-31,46.1,48.1
2010-11-01,46.0,49.0
2010-11-02,45.6,49.4
2010-11-03,45.4,49.7
2010-11-04,45.1,50.0
2010-11-05,45.1,49.9
2010-11-06,45.4,49.6
2010-11-07,45.7,49.4
2010-11-08,45.9,49.4
2010-11-09,45.4,49.6
2010-11-10,45.4,50.0
2010-11-11,45.0,49.3
2010-11-12,44.9,49.4
2010-11-13,45.0,49.3
2010-11-14,45.3,49.1
2010-11-15,45.7,49.1
2010-11-16,45.9,49.0
2010-11-17,45.7,48.4
2010-11-18,45.8,48.4
2010-11-19,46.0,48.1
2010-11-20,46.0,48.0
2010-11-21,46.0,48.0
2010-11-22,46.0,48.0
2010-11-23,45.6,48.7
2010-11-24,45.4,48.7
2010-11-25,45.4,48.7
2010-11-26,45.4,48.8
2010-11-27,45.4,48.8
2010-11-28,45.4,48.8
2010-11-29,45.6,49.4
2010-11-30,45.9,49.3
2010-12-01,45.9,49.3
2010-12-02,45.4,49.6
2010-12-03,45.7,48.9
2010-12-04,45.8,48.7
2010-12-05,46.2,48.3
2010-12-06,46.2,48.4
2010-12-07,46.0,48.5
2010-12-08,45.3,48.8
2010-12-09,45.6,47.6
2010-12-10,45.6,47.7
2010-12-11,45.1,47.9
2010-12-12,45.0,47.8
2010-12-13,44.7,48.5
2010-12-14,45.6,47.6
2010-12-15,45.4,47.9
2010-12-16,45.0,48.0
2010-12-17,44.7,48.4
2010-12-18,44.7,48.4
2010-12-19,45.0,48.0
2010-12-20,45.6,47.6
2010-12-21,45.7,47.8
2010-12-22,45.7,47.8
2010-12-23,45.7,47.7
2010-12-24,45.6,47.9
2010-12-25,45.6,47.9
2010-12-26,45.6,47.9
2010-12-27,45.5,47.8
2010-12-28,45.3,48.0
2010-12-29,45.5,47.8
2010-12-30,45.4,47.9
2010-12-31,45.4,47.9
2011-01-01,45.4,47.9
2011-01-02,45.4,47.9
2011-01-03,46.5,48.0
2011-01-04,46.5,48.3
2011-01-05,46.2,48.8
2011-01-06,46.0,48.8
2011-01-07,46.0,48.7
2011-01-08,46.3,48.3
2011-01-09,46.3,47.8
2011-01-10,46.5,48.0
2011-01-11,46.7,48.0
2011-01-12,47.8,47.8
2011-01-13,49.0,46.0
2011-01-14,49.0,46.0
2011-01-15,48.6,45.7
2011-01-16,48.3,45.6
2011-01-17,48.4,45.6
2011-01-18,49.7,45.2
2011-01-19,49.9,44.9
2011-01-20,49.8,44.2
2011-01-21,49.8,44.2
2011-01-22,49.9,44.0
2011-01-23,50.2,43.9
2011-01-24,51.0,42.8
2011-01-25,51.0,42.8
2011-01-26,50.5,43.2
2011-01-27,50.0,43.5
2011-01-28,50.3,43.2
2011-01-29,50.5,43.0
2011-01-30,50.7,42.8
2011-01-31,50.7,43.2
2011-02-01,50.7,43.0
2011-02-02,50.5,43.3
2011-02-03,49.8,44.3
2011-02-04,49.3,44.5
2011-02-05,49.2,44.7
2011-02-06,49.7,44.0
2011-02-07,49.8,43.8
2011-02-08,49.8,43.8
2011-02-09,49.8,44.3
2011-02-10,49.9,44.1
2011-02-11,49.6,44.8
2011-02-12,49.4,45.2
2011-02-13,49.6,44.8
2011-02-14,49.6,45.2
2011-02-15,49.2,44.5
2011-02-16,48.8,44.8
2011-02-17,49.4,44.1
2011-02-18,49.3,44.8
2011-02-19,49.5,44.8
2011-02-20,48.8,45.3
2011-02-21,48.8,45.3
2011-02-22,48.5,45.7
2011-02-23,48.8,45.0
2011-02-24,48.8,45.2
2011-02-25,49.3,44.7
2011-02-26,49.5,44.5
2011-02-27,49.7,44.5
2011-02-28,49.3,44.3
2011-03-01,48.8,44.8
2011-03-02,48.3,45.3
2011-03-03,47.2,46.4
2011-03-04,47.2,46.0
2011-03-05,47.8,45.4
2011-03-06,47.8,45.6
2011-03-07,48.0,45.6
2011-03-08,48.0,45.6
2011-03-09,47.6,46.7
2011-03-10,48.2,47.2
2011-03-11,48.0,47.4
2011-03-12,48.6,46.8
2011-03-13,47.6,47.6
2011-03-14,47.4,47.8
2011-03-15,48.0,47.7
2011-03-16,48.3,47.3
2011-03-17,48.9,47.0
2011-03-18,49.1,46.1
2011-03-19,49.0,46.2
2011-03-20,48.4,47.0
2011-03-21,48.6,46.8
2011-03-22,47.8,46.2
2011-03-23,48.2,46.0
2011-03-24,48.4,46.0
2011-03-25,48.4,46.0
2011-03-26,48.6,46.0
2011-03-27,48.2,46.2
2011-03-28,48.2,46.4
2011-03-29,48.0,46.6
2011-03-30,47.2,46.7
2011-03-31,47.4,46.7
2011-04-01,47.3,46.7
2011-04-02,46.8,46.5
2011-04-03,46.5,46.8
2011-04-04,46.6,47.4
2011-04-05,46.4,47.6
2011-04-06,47.1,47.0
2011-04-07,47.0,47.1
2011-04-08,47.0,47.1
2011-04-09,47.0,47.4
2011-04-10,47.0,47.4
2011-04-11,47.0,48.0
2011-04-12,47.5,47.8
2011-04-13,47.3,47.9
2011-04-14,47.1,48.0
2011-04-15,46.5,48.4
2011-04-16,46.3,48.5
2011-04-17,46.5,49.0
2011-04-18,46.3,49.2
2011-04-19,45.9,49.6
2011-04-20,45.3,50.0
2011-04-21,45.5,49.4
2011-04-22,45.8,49.1
2011-04-23,45.9,48.9
2011-04-24,45.9,49.0
2011-04-25,45.6,48.9
2011-04-26,45.6,49.1
2011-04-27,45.5,49.1
2011-04-28,45.7,49.0
2011-04-29,45.9,48.9
2011-04-30,46.2,48.6
2011-05-01,46.7,47.7
2011-05-02,47.0,47.2
2011-05-03,49.3,45.1
2011-05-04,51.0,43.1
2011-05-05,51.5,42.4
2011-05-06,51.5,42.4
2011-05-07,51.6,42.3
2011-05-08,51.6,42.3
2011-05-09,51.7,42.0
2011-05-10,51.7,42.1
2011-05-11,51.8,42.3
2011-05-12,51.7,42.4
2011-05-13,51.6,42.5
2011-05-14,51.5,42.6
2011-05-15,51.5,42.6
2011-05-16,51.4,43.0
2011-05-17,51.6,43.1
2011-05-18,52.0,42.9
2011-05-19,52.1,43.0
2011-05-20,52.0,43.0
2011-05-21,51.9,43.0
2011-05-22,52.0,43.0
2011-05-23,52.1,42.9
2011-05-24,52.5,42.6
2011-05-25,52.6,42.5
2011-05-26,52.5,42.6
2011-05-27,52.3,42.6
2011-05-28,52.1,42.9
2011-05-29,51.8,43.1
2011-05-30,51.6,43.4
2011-05-31,51.2,45.0
2011-06-01,51.8,44.4
2011-06-02,52.0,43.3
2011-06-03,51.6,43.4
2011-06-04,50.5,44.0
2011-06-05,50.5,44.2
2011-06-06,50.5,44.0
2011-06-07,50.2,44.7
2011-06-08,48.8,44.9
2011-06-09,48.0,46.0
2011-06-10,47.5,46.8
2011-06-11,47.8,46.4
2011-06-12,47.6,46.5
2011-06-13,47.8,46.5
2011-06-14,47.6,46.9
2011-06-15,47.9,46.8
2011-06-16,47.6,46.8
2011-06-17,47.6,46.9
2011-06-18,47.6,46.9
2011-06-19,48.1,46.3
2011-06-20,48.1,46.1
2011-06-21,47.7,46.6
2011-06-22,47.8,46.9
2011-06-23,47.3,47.5
2011-06-24,47.7,47.0
2011-06-25,47.7,47.2
2011-06-26,47.8,47.0
2011-06-27,47.6,47.1
2011-06-28,47.4,46.9
2011-06-29,47.1,46.5
2011-06-30,47.2,46.5
2011-07-01,47.0,46.6
2011-07-02,47.3,46.4
2011-07-03,47.3,46.4
2011-07-04,47.3,46.4
2011-07-05,47.5,46.3
2011-07-06,46.9,46.5
2011-07-07,46.7,46.7
2011-07-08,46.7,46.5
2011-07-09,46.3,46.8
2011-07-10,46.3,46.8
2011-07-11,46.3,46.8
2011-07-12,46.5,46.8
2011-07-13,47.0,46.6
2011-07-14,47.0,46.7
2011-07-15,46.8,46.8
2011-07-16,46.3,47.3
2011-07-17,46.3,47.5
2011-07-18,46.3,47.3
2011-07-19,46.3,48.2
2011-07-20,45.8,48.3
2011-07-21,46.0,48.3
2011-07-22,46.0,48.8
2011-07-23,45.9,49.0
2011-07-24,45.8,49.0
2011-07-25,45.4,49.9
2011-07-26,45.4,49.4
2011-07-27,45.5,49.3
2011-07-28,45.0,49.6
2011-07-29,44.9,49.8
2011-07-30,44.6,50.3
2011-07-31,44.8,50.1
2011-08-01,45.0,49.9
2011-08-02,45.0,49.3
2011-08-03,44.9,49.4
2011-08-04,44.0,50.2
2011-08-05,44.4,50.0
2011-08-06,44.6,49.6
2011-08-07,44.6,49.4
2011-08-08,44.4,49.6
2011-08-09,43.7,49.8
2011-08-10,43.3,50.4
2011-08-11,43.3,50.4
2011-08-12,43.5,50.3
2011-08-13,43.8,50.1
2011-08-14,43.4,50.5
2011-08-15,43.6,50.3
2011-08-16,43.3,50.4
2011-08-17,43.4,50.4
2011-08-18,43.4,50.3
2011-08-19,43.6,50.3
2011-08-20,43.9,50.0
2011-08-21,43.5,50.5
2011-08-22,43.5,50.5
2011-08-23,43.3,50.8
2011-08-24,43.4,50.6
2011-08-25,43.6,50.9
2011-08-26,43.8,52.2
2011-08-27,44.0,52.0
2011-08-28,43.6,52.8
2011-08-29,43.4,53.0
2011-08-30,43.0,53.2
2011-08-31,43.0,53.2
2011-09-01,43.6,51.4
2011-09-02,43.7,51.3
2011-09-03,43.9,51.3
2011-09-04,43.7,51.3
2011-09-05,43.7,51.3
2011-09-06,43.6,51.5
2011-09-07,43.4,51.6
2011-09-08,43.8,51.6
2011-09-09,43.5,51.5
2011-09-10,43.7,51.1
2011-09-11,43.3,50.7
2011-09-12,43.7,50.8
2011-09-13,43.9,51.4
2011-09-14,44.0,51.0
2011-09-15,44.0,51.0
2011-09-16,43.9,50.8
2011-09-17,43.8,51.1
2011-09-18,43.9,51.6
2011-09-19,43.8,51.3
2011-09-20,43.6,50.9
2011-09-21,43.6,50.7
2011-09-22,43.4,51.0
2011-09-23,43.3,51.1
2011-09-24,42.9,51.6
2011-09-25,43.3,51.1
2011-09-26,42.8,51.2
2011-09-27,43.2,50.8
2011-09-28,43.0,51.2
2011-09-29,42.7,51.1
2011-09-30,42.5,51.7
2011-10-01,42.8,51.5
2011-10-02,43.0,51.5
2011-10-03,43.0,50.3
2011-10-04,42.7,51.0
2011-10-05,42.8,51.5
2011-10-06,42.5,51.5
2011-10-07,42.3,51.8
2011-10-08,42.1,51.4
2011-10-09,42.0,51.6
2011-10-10,42.1,51.3
2011-10-11,42.5,51.0
2011-10-12,43.4,50.8
2011-10-13,43.6,50.8
2011-10-14,43.4,50.9
2011-10-15,43.8,51.7
2011-10-16,43.7,51.8
2011-10-17,43.7,51.7
2011-10-18,43.6,52.0
2011-10-19,43.9,51.7
2011-10-20,43.9,51.8
2011-10-21,44.1,51.4
2011-10-22,44.0,51.4
2011-10-23,43.8,51.3
2011-10-24,43.8,51.5
