title,main_topic_1_index,main_topic_1_weigth,main_topic_2_index,main_topic_2_weigth,main_topic_3_index,main_topic_3_weigth,main_topic_4_index,main_topic_4_weigth,main_topic_5_index,main_topic_5_weigth,main_topic_6_index,main_topic_6_weigth,main_topic_7_index,main_topic_7_weigth,main_topic_8_index,main_topic_8_weigth,main_topic_9_index,main_topic_9_weigth,main_topic_10_index,main_topic_10_weigth,main_topic_11_index,main_topic_11_weigth,main_topic_12_index,main_topic_12_weigth,main_topic_13_index,main_topic_13_weigth,main_topic_14_index,main_topic_14_weigth,main_topic_15_index,main_topic_15_weigth,main_topic_16_index,main_topic_16_weigth,main_topic_17_index,main_topic_17_weigth,main_topic_18_index,main_topic_18_weigth,main_topic_19_index,main_topic_19_weigth,main_topic_20_index,main_topic_20_weigth,main_topic_21_index,main_topic_21_weigth,main_topic_22_index,main_topic_22_weigth,main_topic_23_index,main_topic_23_weigth,main_topic_24_index,main_topic_24_weigth,main_topic_25_index,main_topic_25_weigth
Nomination_Victory,22,0.17788938633782844,1,0.047988297646160825,4,0.04604331972014945,0,0.03575787128145358,8,0.03367109812570832,14,0.02844643619260674,5,0.02667627332473591,7,0.01890478795927404,23,0.009640575032491088,18,0.007975245645476631,20,0.006475963600064897,2,0.006018516382988559,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
American_Israel_Public_Affairs_Committee,11,0.4537508366352116,2,0.043541556358411206,9,0.014923634487581175,7,0.00373347488650845,17,0.0027630812767585056,24,0.0001881477139214083,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Final_Presser_of_2015,3,0.13037625089893665,9,0.0730150247351948,1,0.069120291729002,22,0.06445349687058917,15,0.058187076191683215,5,0.05813135635226259,10,0.05647535530227464,24,0.04025346932743693,2,0.03532701366589289,13,0.03486265834853993,16,0.02624329013049323,17,0.025590937047162456,4,0.017447314158414377,12,0.010059879207515455,6,0.006843548408001587,18,0.00613063095481855,19,0.0035886541291886356,0,0.0012747794910085383,11,0.0005018416205103971,none,none,none,none,none,none,none,none,none,none,none,none
Osama_bin_Laden_Death,9,0.1659570082249282,8,0.13339767527167487,21,0.08018031304147313,22,0.012597220826177678,20,0.0069161821211776876,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Knox_College_Commencement,14,0.1539587145749986,0,0.0540067624210442,4,0.046986431540367385,7,0.04004507996655159,18,0.039286637705303315,1,0.0363204269080524,22,0.03251335919346503,24,0.012102632105934822,17,0.009830772942426444,15,0.009191526149972333,23,0.0073416114993974475,5,0.007292296010980535,19,0.0025785975089743724,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
White_House_Correspondents_Dinner_First,22,0.3271723380826748,18,0.03771535363002122,14,0.013228390981749785,4,0.009426858909431944,21,0.006765170152779915,5,0.00668187546984488,11,0.004788970015425877,13,0.004308929045284668,7,0.0010270284467435752,17,0.0008446860562557636,24,0.0004433515306329999,20,0.00041591658473668605,8,8.343549035604721e-06,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Post_Election_Economy,1,0.37086745930525117,5,0.008306523044040934,17,0.005429288303457348,23,0.004532421108196484,22,0.004258957631026166,6,0.0010239952177745677,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
US_v_Texas,10,0.32715346405265083,17,0.18546360343472273,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Ebola_Response_Update,19,0.529756555940328,4,0.016138028486814598,17,0.0022986227930959485,8,0.0012475824003384164,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Ebenezer_Baptist,0,0.14199474844814752,4,0.05806039174934721,20,0.04251614940681818,1,0.03500200735239472,18,0.015939254687368554,14,0.01346730880090819,23,0.009893251073232702,7,0.0033728515761804233,11,0.0006635241890028667,21,0.00036850480145520257,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
David_Petraeus_Etc_Presser,1,0.26944711763143464,17,0.07440296936012616,22,0.053704210746003046,9,0.05117459020020975,2,0.050296902012620645,16,0.024733839767692885,10,0.01683545938856795,13,0.014714289182513527,3,0.01436084554270878,15,0.009779033929816133,11,0.00714661358214475,24,0.004843097863939263,5,0.004013569269032117,19,0.001872667274244289,20,0.0016568381149168513,14,0.0012471001814261722,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Grande_Isle_Briefing,5,0.12891862633139062,19,0.08742337952901141,9,0.041988448268473436,22,0.022389802565225218,23,0.0086865546707493,13,0.007672975243560018,20,0.007516541057065239,16,0.005323616070067497,2,0.0028838361002383934,6,0.0025097347352037655,17,0.0013460886990649067,11,0.0010999727261997998,12,0.0008016536146799392,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
National_Chamber_of_Commerce,1,0.1573501751518428,24,0.1037968397484573,18,0.09943350154997739,5,0.06147589410954984,14,0.05768953813622453,15,0.04770726221818052,4,0.04405802749591537,17,0.03180908109895224,7,0.002180890372399553,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
White_House_Correspondents_Dinner_2016,22,0.4060395808260541,10,0.0073977467488534265,7,0.0006380391182131974,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
United_Nations_GA_2016,7,0.16107555165347787,15,0.0725154356772719,21,0.04279617353947003,18,0.04036908043501835,12,0.027522677561631386,3,0.02662624357468858,16,0.021798107783081014,24,0.020888097478961715,14,0.020757514302225184,17,0.02022337207930522,19,0.015051020738429333,1,0.011193761270246407,0,0.0076989847080617705,2,0.004419701163445593,4,0.00294463566671959,13,0.0017350417599263518,22,0.001061115503773267,10,0.00041511805126393094,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Aging_Conference_White_House,4,0.12795901092127296,1,0.07346685330774205,18,0.04610132810169284,14,0.030370438076384707,10,0.027737469037241558,23,0.01606305181567516,19,0.015185146831226373,9,0.014735983359363315,0,0.012699219275274681,8,0.009495648731123463,20,0.009132809647642683,7,0.007694465474020263,2,0.0047719316341774745,15,0.0038991122498223335,24,0.0038880061947807257,17,0.003739203649999404,11,0.0023753461406342885,6,0.0016060924391660685,12,0.0007894313954702624,22,0.0004677783209896018,none,none,none,none,none,none,none,none,none,none
African_Union_Address,19,0.26906785982013876,7,0.09766754639086991,0,0.026803132942395877,15,0.007745265956631935,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Post_Election_Presser_2016,22,0.20802935119328184,15,0.07596045724568945,4,0.06478275041371233,2,0.06361283846656514,16,0.06079650295222829,18,0.036095480539829965,10,0.029496609376441066,5,0.029487444327819964,3,0.02804333989960802,17,0.026912756343204492,13,0.02553162172320159,9,0.02362966703646796,24,0.008682003336923108,1,0.002139452767580392,19,0.0016402348335284,14,0.000643324640844638,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Barack_Obama_-_G-20_Turkey,3,0.30432892170444464,21,0.12094995861062124,9,0.07829321649316663,16,0.034878001787010025,24,0.025671622545239907,19,0.01813573226382324,8,0.016823226203379206,13,0.016684092884563535,15,0.007883246039065487,22,0.00391026356974249,12,0.0013590064570113238,5,0.0008524655068415488,23,0.0004323436205293974,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
911_Pentagon_Memorial_2009,20,0.22368563957547502,8,0.03870352958131776,18,0.019706151177487613,9,0.015899731054038427,7,0.0018861167382338434,23,1.214717599582063e-05,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Address_on_Libya,13,0.391340779790365,19,0.016951278929265914,16,0.014936694258364339,8,0.011584016401003119,2,0.011293936071997388,11,0.008712216565522355,3,0.008173091000940678,9,0.0075556834066649635,17,0.005347861618908344,18,0.005174470104978314,12,0.004943753301460365,15,0.0015238791319551557,6,0.00012413741965424638,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Obama-Romney_-_Third_Live_Debate,2,0.16295775681331845,8,0.12623539404227294,1,0.11862769994394774,11,0.09512683828312918,15,0.061072714555340885,13,0.042022228562599497,14,0.038059731018743354,24,0.03507774204377377,3,0.025655541588014887,5,0.024998618820838227,16,0.023467418200500665,21,0.017441740859289165,22,0.011402790131993372,18,0.0063121365080200465,9,0.006294091415150109,23,0.0022152065920393914,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Gun_Violence_Denver,6,0.3798644778629695,17,0.013857321864869024,22,0.011792628420921946,9,0.003577182311343592,18,0.0013437623736145669,0,0.0013168403926577827,8,0.0006696372610758353,24,7.325556133341367e-05,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Queensland_University,15,0.359896862348824,7,0.05307356982098254,19,0.030479226914746377,5,0.024462738794900376,20,0.0153837422502738,14,0.009774978151503277,13,0.006863065392536725,8,0.004751533813719057,4,0.003272208627285848,3,0.0023949360288155115,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
G20_Remarks_and_Presser_2009,18,0.282469671311889,15,0.11411640227159334,16,0.05036841155481848,22,0.044948787909619835,19,0.031703995580908285,7,0.030592814356526162,9,0.014868151425143033,2,0.014094676189309225,5,0.008672095365145266,10,0.00724070086862031,13,0.003667298021295663,12,0.0020427089568305218,3,0.0018309236039938418,6,0.0013882344870771136,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
US_Intelligence_Program_Review_Outcome,9,0.2672827658583214,24,0.2568515786594232,10,0.04796219707369089,2,0.016582816044492164,7,0.008439384600457265,16,0.005680438972214666,4,0.0030904844465451213,12,0.0016747630212753377,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Toomas_Ilves_Joint_Presser,16,0.3728290858529186,8,0.04929458278724444,3,0.034425690470888726,21,0.015493415243386112,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
MLK_Memorial_Dedication,0,0.14635428129467953,20,0.09568219425077104,18,0.020968197803241946,7,0.02082897826831998,14,0.011950597709767443,21,0.006954778125879808,4,0.0033617383012378155,11,0.0019732519233407707,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Military_Strategy_Review,8,0.2019065847011843,23,0.11629267752785484,13,0.05122093519102004,1,0.046341401588083767,9,0.030196407435097532,15,0.026998431779305786,24,0.026945030523090056,16,0.012849330988160103,2,0.0026401615905580988,19,0.0013026935945994983,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Aviation_Security,9,0.4664032500286512,21,0.027494094071869486,7,0.007228994912657896,18,0.0028584156817371207,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Miami_Dade_College_Commencement,14,0.16168293555057017,0,0.07440674117182006,17,0.05576015144094718,7,0.03307073563918279,20,0.030846880907528434,5,0.01999545402676604,21,0.015472236933041752,23,0.006507572290227687,18,0.004723951529688407,8,0.0005026544166405917,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Strasbourg_Town_Hall,7,0.13666113641288968,16,0.0735467476945791,18,0.07160973649886498,8,0.03902892966394029,22,0.035623523871672946,9,0.03402502835950781,2,0.02108405791241652,14,0.02043129466432397,21,0.020225117513608917,4,0.016539845966216677,5,0.014313011266276649,15,0.01012055946264742,23,0.008286575961145801,6,0.0004100483361011783,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
General_McChrystal_Afghanistan,8,0.2597023777768862,10,0.028874423958036233,24,0.026698139815638115,9,0.019383186221063227,19,0.01762896688713791,22,0.010813132907677341,13,0.008744710514260567,18,0.007965014390408484,11,0.003945051488152898,2,0.003671465528092967,12,0.0010341224713020464,16,0.00030029660134791593,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Francois_Hollande_Joint_Presser,3,0.1989424443596516,16,0.12273510009403717,9,0.08585465162281522,20,0.016408148100147065,13,0.01090036495658511,5,0.007554753839650332,7,0.0072633358169340335,11,0.003775904630112125,24,0.002717110582961646,21,0.0022266348044158815,12,0.00015975598464280032,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Senate_Floor_Coretta_King,0,0.07016587187265654,14,0.05431343581745068,20,0.03980406976020005,8,0.0026116478802384576,13,0.0017242245313160856,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
NCTC_2015,9,0.31165846712795425,3,0.1429449965260096,20,0.0128740663154478,24,0.010887426198111167,6,0.004367116618641129,23,0.0007205893416558857,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
New_Foundation_Georgetown,18,0.38015555496240994,1,0.106450267650157,4,0.06768608248385194,5,0.052885105722637396,14,0.03967702576392457,9,0.0015877665626198103,2,0.0013400508749725596,7,0.0006734260884517177,11,0.0004234423142534865,15,0.0001933557379143765,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Kalamazoo_HS_Commencement,14,0.2868310365694732,22,0.07767520178754576,20,0.04022354992069412,0,0.009049370900889166,5,0.005414790712445084,10,0.005281016320037098,8,0.004633629104552869,7,0.003804505254235391,21,0.0026238013199902746,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Debt_Compromise_Remarks,1,0.2971483623634651,18,0.052719939096891044,5,0.021584252452001677,19,0.019072512395429418,17,0.014214746600615925,14,0.010330723637655276,24,0.007749935443905456,15,0.0054167036060853565,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
British_Parliament,7,0.17817566381206282,8,0.07016893123293498,13,0.039254627710018884,18,0.029604744925092043,16,0.02935358688589653,21,0.025411015347815015,17,0.0174682457421976,24,0.015484325260431975,4,0.008091097356485246,9,0.007794060446062638,2,0.005663757960318048,15,0.002472884588567044,1,0.0018064720192364281,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
SSG_Bryan_Pitts_MOH,20,0.08870021535753972,8,0.07316696118247491,22,0.03248810614428589,23,0.017334190070088656,6,0.005164339440585167,11,0.0006394946168336913,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Health_Care_George_Mason,4,0.36814572350116176,1,0.05191146310472348,22,0.026984575647742984,14,0.007124364269362649,18,0.004337079844156194,20,0.0035243005947991476,0,0.0024691661981098654,6,0.0022519273946976547,17,0.0019697259183585193,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Barnard_College_Commencement,14,0.17391178601601487,22,0.08896667115484595,0,0.059258096357205026,18,0.01805775604272558,20,0.014987224891391818,5,0.01256836103324042,4,0.0116441510485085,17,0.009460142824298327,15,0.008790447103131937,23,0.004988150051404583,8,0.0021563195317619906,12,0.0015475236613405313,2,0.0012994543732227385,21,0.0006016446620324993,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
State_of_the_Union_2014,14,0.1484898043350405,1,0.10934867229457289,8,0.07316384244046811,2,0.06859676220676972,17,0.06680335537905242,5,0.06262558355612825,4,0.061873773341675625,18,0.040140135440794256,23,0.03419160162738286,22,0.03044216840444803,9,0.018232932329715526,24,0.016943693463289673,7,0.015609740098153581,6,0.009550454133448062,11,0.009338979752003838,0,0.008500528515319001,20,0.0030098003163290064,15,0.0018501197873047103,21,0.0007065958470425806,none,none,none,none,none,none,none,none,none,none,none,none
Repeal_Oil_and_Gas_Subsidies,5,0.2321089607666077,4,0.0025864530960871927,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
US_Military_Academy_Commencement_2014,8,0.1739205836896334,16,0.10544199544426182,7,0.08181474786591328,9,0.06793211782844986,15,0.0429428975572346,13,0.03990012466094963,19,0.023595968099355897,2,0.020209407889027222,3,0.015094598874902101,17,0.01260065558986261,18,0.010919087786169691,14,0.008055354600406569,11,0.007574018955389946,23,0.0005516234947708839,10,0.00044137792750124954,24,0.0003651949064719751,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Prayer_Breakfast_2011,20,0.2614800397476043,21,0.07178025685340217,4,0.01999080096739794,15,0.013359699383354155,12,0.007543401924435144,1,0.005255875271158196,5,0.004299922329622108,0,0.0026412991961977015,10,0.0003604179996246462,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Press_Conference_of_Oct_10_2015,16,0.12837616721467918,3,0.11468130243447686,22,0.10253626790703116,14,0.10018981703261694,6,0.09241844124623856,1,0.054082450803657416,2,0.02542210548753995,13,0.019000837381428232,19,0.016423730513817167,18,0.005530555882801475,11,0.003871402608569372,21,0.0032277679881928265,15,0.0014829027687392373,10,0.0013874981796609545,12,0.00014968049611197978,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Iraq_and_Ukraine,16,0.30086535240220225,3,0.19830642225285555,17,0.039931694477874785,8,0.03266934921981457,2,0.009212535827633754,13,0.00876743821636515,19,0.004084792156201142,4,0.0012445948859930174,6,0.0010303103365093703,1,0.0006472088468637365,10,0.00023676490995621662,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Affordable_Care_Act_Logistical_Challenges,4,0.3754688073631251,9,0.008484312138028806,2,0.000625480935294156,24,0.0003250736535837819,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
West_Point_Commencement_2010,8,0.23655555578247747,7,0.07416640689636868,20,0.03243789526508786,14,0.028228797705728937,21,0.02510873433286446,9,0.02284301335209891,23,0.014319632066393763,0,0.008847736028049719,5,0.0033451364906357207,10,0.003202254345098681,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
US_Air_Force_Commencement_Speech,8,0.1645644048406832,3,0.08076283599463831,23,0.056545624140199716,19,0.05251619769825146,7,0.05000272581260751,2,0.03497298649048136,13,0.03483163417967116,14,0.030266382561957808,15,0.019069001418508674,20,0.01772019619646929,10,0.013206221311578404,12,0.013200555530004156,16,0.010910570518028566,22,0.009887446417002599,9,0.008756820104231155,5,0.0024145663847573917,24,0.002018930386090315,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Paris_Climate_Agreement,5,0.14849985999458754,15,0.06156935220286377,7,0.014705977898115064,24,0.013079740172456635,3,0.011835459356822217,14,0.005527010198227703,8,0.0034154798534197124,16,0.003065500839291073,23,0.0016015220440802086,2,0.0006986549288209063,0,0.0003243533628402641,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Tribal_Nations_Conference,22,0.06544208116555142,14,0.04954479953448375,0,0.020656632704555002,4,0.01996919493600115,5,0.015349288717639029,1,0.013737818030199338,18,0.012972888184150537,23,0.010835108667478964,17,0.009536198330272139,7,0.006293318690665692,24,0.005033413140803127,19,0.0036220501802398217,15,0.002391082107311864,9,0.001833343581229848,12,0.001123283441364586,11,0.0007225013694101676,21,0.0003044817882624352,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Shinzo_Abe_Presser_Japan,15,0.18150312313720182,16,0.03197896501148191,2,0.03054671461419764,8,0.02328961192906825,9,0.022102813140846365,20,0.0216959315880965,11,0.015284022910212703,23,0.010230919395049406,10,0.008393334075283499,6,0.004425525161531964,13,0.001520050967926203,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Antonin_Scalia_Passing,10,0.311533414350777,20,0.06902031065610488,22,0.018746237468302795,14,0.004611756920607593,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Carnegie_Robotics_Center,24,0.18294183168229577,14,0.09496234021383318,5,0.06917613036503648,1,0.04039508401475386,18,0.03161085720287051,19,0.011521477906810042,17,0.011306977115854294,15,0.007952417994777321,8,0.0014833464321401734,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
NCCIC,24,0.6085462419262434,9,0.018465936560208666,19,0.008529380398470196,10,0.007599956329018041,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Mayors_Conference_2015,6,0.12380894968613099,14,0.07904456073540844,1,0.046429772780505675,5,0.04273388813916279,19,0.03118952990635955,20,0.03041492430217293,22,0.029499533376548086,9,0.018111942561473696,17,0.013729816850301207,15,0.013505043487253314,4,0.01248094328148538,23,0.0062642059355927215,24,0.004885573664445446,0,0.0033640172820918004,3,0.0025964786774347387,13,0.0013748963871492831,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Nuclear_Security_Summit_Presser,2,0.2646155006855726,9,0.0731813014997767,16,0.04806504841115681,15,0.04351569350345486,3,0.04139499523836772,7,0.03305893886587494,24,0.026996336357399207,18,0.006741313930022564,10,0.0015760589794512772,23,0.0015367208462796636,1,0.0011004597624943364,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Lorain_County_Community_College,4,0.18239041023171224,18,0.12070074784098124,14,0.11859580141612024,22,0.07620963826665225,1,0.07042899985251581,5,0.03495801537876251,15,0.032519411477340436,24,0.02467057271366019,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Veterans_Affairs_Misconduct_Findings,23,0.52382484287169,19,0.028094475070492904,10,0.017073833536223586,9,0.014981351781452204,17,0.011295646508155987,24,0.010258115176722878,4,0.007664436900351855,22,0.005517061033442563,16,0.00538914072165975,12,0.00415047425182206,2,0.0016383681778214926,18,0.0008974201662784777,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
ISIL_Briefing_June_2016,3,0.3713804740760761,21,0.09092759966950896,9,0.051547442788124787,6,0.02173663671406282,18,0.002350063424243064,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
NATO_2016_Press_Conference,16,0.19057198488795069,8,0.06685747468079123,6,0.060009000561507514,3,0.0593654266689807,9,0.057566111483509985,0,0.03322053982294132,24,0.026766940761834366,21,0.01981792452481036,19,0.019131414870295998,15,0.018185114926242005,22,0.010125156640032638,17,0.00844801085857906,1,0.0048999956383610965,13,0.0042422755610768605,12,0.003672066650508824,7,0.0028269662759824953,10,0.0027050508719655875,23,0.00206209106296526,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Libya_Nation_Speech,13,0.45562602742859376,8,0.04860289240748761,1,0.0066340958280051475,5,0.005768424667421786,22,0.0039186891038156665,7,0.0038607203759233695,19,0.0034301862852167205,4,0.00246966602422811,18,0.002413313323945152,16,0.0007532662278085283,3,0.00036238794363875246,14,0.0001314817878959552,23,3.1322254253158996e-05,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Naturalization_National_Archives,17,0.1618573973215922,20,0.08805935159683706,7,0.03834234249157791,12,0.01929538221742893,21,0.015247242702820045,0,0.014044246481206694,8,0.009007239955602871,23,0.003754051700351714,3,0.002005910863342216,15,3.503147288934734e-05,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Drones_and_Terrorism_National_Defense_University,9,0.25228897920074433,8,0.14193101310027428,21,0.075581260539382,10,0.06304922889586355,7,0.03812620392117742,13,0.018620812321368314,3,0.01763573191161297,1,0.008419974253286094,6,0.00250506774438272,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Xi_Jinping_Rose_Garden_Press_Conference,15,0.23124794272944435,24,0.09134497039888582,2,0.03714563864994689,16,0.030909665125906986,18,0.02946687399835114,7,0.014905074860401327,1,0.012512739878082504,17,0.011658648705077653,12,0.009790747239583683,13,0.008707569324475327,19,0.0078958776236049,4,0.004131410818770767,6,0.0033872542986380983,5,0.0011313863194431625,10,0.0005889676400744445,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Obama-Romney_-_First_Live_Debate,1,0.33813621582328635,4,0.12975121282931043,14,0.03480433429684548,18,0.01998760729228411,5,0.008628902146694305,9,0.004324132673531031,21,0.0007374250554564838,16,0.000386403190740975,12,0.00025695002669755534,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
Weekly_Address_Opioid_Addiction_Macklemore,19,0.1508221954971804,4,0.03508466166499721,22,0.020374402073447106,18,0.018959311667061177,10,0.010215808886853306,6,0.010056345669260123,20,0.006993763546776427,0,0.005883614571823169,14,0.004147788390987806,23,0.00384793488120276,24,0.003708567814306575,17,0.0032832212684359976,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
European_Youth,16,0.32947576679775803,7,0.11608844379365245,20,0.005057440528510609,0,0.0019945401694831744,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none
