Effect,id,topic,Estimate,StdErrPred,DF,tValue,Probt
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,20,0.007187,0.005773,46E3,1.24,0.2132
Intercept,14,20,-0.00895,0.01461,46E3,-0.61,0.5400
Intercept,39,20,0.008883,0.01440,46E3,0.62,0.5373
Intercept,56,20,0.005341,0.01829,46E3,0.29,0.7703
Intercept,57,20,0.02841,0.01494,46E3,1.90,0.0572
Intercept,58,20,0.01278,0.01669,46E3,0.77,0.4437
Intercept,62,20,-0.00751,0.01453,46E3,-0.52,0.6051
Intercept,66,20,-0.00174,0.01720,46E3,-0.10,0.9194
Intercept,80,20,0.000792,0.01708,46E3,0.05,0.9630
Intercept,99,20,-0.01411,0.01357,46E3,-1.04,0.2984
Intercept,102,20,0.01580,0.01575,46E3,1.00,0.3157
Intercept,107,20,-0.01273,0.01513,46E3,-0.84,0.4000
Intercept,110,20,0.02559,0.01441,46E3,1.78,0.0757
Intercept,113,20,-0.00922,0.01392,46E3,-0.66,0.5076
Intercept,148,20,-0.00301,0.01370,46E3,-0.22,0.8262
Intercept,156,20,0.001273,0.01517,46E3,0.08,0.9331
Intercept,161,20,0.006561,0.01489,46E3,0.44,0.6594
Intercept,165,20,-0.00156,0.01395,46E3,-0.11,0.9108
Intercept,174,20,0.004237,0.01704,46E3,0.25,0.8036
Intercept,185,20,-0.00765,0.01686,46E3,-0.45,0.6498
Intercept,204,20,-0.00227,0.01548,46E3,-0.15,0.8835
Intercept,213,20,-0.00314,0.01543,46E3,-0.20,0.8387
Intercept,244,20,-0.01111,0.01507,46E3,-0.74,0.4609
Intercept,249,20,0.01140,0.01669,46E3,0.68,0.4945
Intercept,264,20,0.02732,0.01732,46E3,1.58,0.1147
Intercept,265,20,-0.01736,0.01637,46E3,-1.06,0.2887
Intercept,273,20,-0.00722,0.01370,46E3,-0.53,0.5985
Intercept,274,20,0.009512,0.01426,46E3,0.67,0.5048
Intercept,286,20,-0.00450,0.01737,46E3,-0.26,0.7958
Intercept,290,20,-0.01069,0.01552,46E3,-0.69,0.4909
Intercept,305,20,-0.02132,0.01499,46E3,-1.42,0.1550
Intercept,314,20,0.005938,0.01551,46E3,0.38,0.7018
Intercept,320,20,0.000326,0.01820,46E3,0.02,0.9857
Intercept,323,20,-0.00881,0.01477,46E3,-0.60,0.5511
Intercept,336,20,0.004259,0.01644,46E3,0.26,0.7956
Intercept,_,21,0.001344,0.007919,46E3,0.17,0.8652
Intercept,29,21,-0.00464,0.01249,46E3,-0.37,0.7102
Intercept,104,21,-0.02441,0.01344,46E3,-1.82,0.0693
Intercept,124,21,0.01582,0.01352,46E3,1.17,0.2421
Intercept,131,21,-0.00866,0.01243,46E3,-0.70,0.4859
Intercept,180,21,0.01311,0.01363,46E3,0.96,0.3361
Intercept,304,21,-0.02832,0.01339,46E3,-2.12,0.0344
Intercept,311,21,0.005730,0.01627,46E3,0.35,0.7246
Intercept,315,21,0.03427,0.01509,46E3,2.27,0.0232
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,22,0.01652,0.006229,46E3,2.65,0.0080
Intercept,0,22,-0.01907,0.01393,46E3,-1.37,0.1710
Intercept,15,22,-0.00634,0.01517,46E3,-0.42,0.6762
Intercept,18,22,0.01398,0.01465,46E3,0.95,0.3400
Intercept,28,22,-0.00331,0.01290,46E3,-0.26,0.7977
Intercept,46,22,0.008706,0.01515,46E3,0.57,0.5656
Intercept,96,22,0.007610,0.01428,46E3,0.53,0.5940
Intercept,98,22,-0.02063,0.01709,46E3,-1.21,0.2272
Intercept,106,22,0.001241,0.01549,46E3,0.08,0.9361
Intercept,135,22,-0.01301,0.01427,46E3,-0.91,0.3619
Intercept,138,22,0.009083,0.01596,46E3,0.57,0.5692
Intercept,141,22,0.02174,0.01810,46E3,1.20,0.2297
Intercept,184,22,-0.01739,0.01393,46E3,-1.25,0.2120
Intercept,190,22,0.01356,0.01595,46E3,0.85,0.3955
Intercept,199,22,-0.00741,0.01508,46E3,-0.49,0.6231
Intercept,201,22,0.01606,0.01519,46E3,1.06,0.2903
Intercept,216,22,-0.00298,0.01602,46E3,-0.19,0.8526
Intercept,232,22,0.01477,0.01781,46E3,0.83,0.4070
Intercept,254,22,0.009230,0.01279,46E3,0.72,0.4704
Intercept,292,22,0.01664,0.01490,46E3,1.12,0.2642
Intercept,301,22,0.01222,0.01526,46E3,0.80,0.4231
Intercept,309,22,0.003979,0.01689,46E3,0.24,0.8137
Intercept,310,22,0.009757,0.01746,46E3,0.56,0.5763
Intercept,321,22,-0.00908,0.01340,46E3,-0.68,0.4979
Intercept,326,22,-0.02367,0.01096,46E3,-2.16,0.0308
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,23,0.009467,0.008125,46E3,1.17,0.2440
Intercept,1,23,0.001598,0.01322,46E3,0.12,0.9038
Intercept,59,23,0.002182,0.01346,46E3,0.16,0.8712
Intercept,74,23,0.02538,0.01356,46E3,1.87,0.0612
Intercept,101,23,0.02502,0.01595,46E3,1.57,0.1168
Intercept,116,23,0.01384,0.01576,46E3,0.88,0.3796
Intercept,122,23,0.006595,0.01766,46E3,0.37,0.7088
Intercept,142,23,-0.02381,0.01518,46E3,-1.57,0.1168
Intercept,170,23,-0.00916,0.01467,46E3,-0.62,0.5325
Intercept,261,23,-0.02120,0.01493,46E3,-1.42,0.1557
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,24,0.01240,0.008435,46E3,1.47,0.1416
Intercept,53,24,0.007889,0.01576,46E3,0.50,0.6166
Intercept,109,24,-0.01564,0.01417,46E3,-1.10,0.2696
Intercept,114,24,-0.01018,0.01532,46E3,-0.66,0.5062
Intercept,233,24,-0.01313,0.01470,46E3,-0.89,0.3718
Intercept,242,24,0.003510,0.01615,46E3,0.22,0.8279
Intercept,251,24,0.01462,0.01612,46E3,0.91,0.3642
Intercept,272,24,0.01689,0.01392,46E3,1.21,0.2250
Intercept,319,24,0.02283,0.01460,46E3,1.56,0.1180
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
Intercept,_,_,0,0.01947,46E3,0.00,1.0000
